"date","aqi","category","aqi_category"
2021-11-16,182,"Unhealthy","Unhealthy"
2021-11-17,183,"Unhealthy","Unhealthy"
2021-11-18,177,"Unhealthy","Unhealthy"
2021-11-19,206,"Very Unhealthy","Very Unhealthy"
2021-11-20,210,"Very Unhealthy","Very Unhealthy"
2021-11-21,226,"Very Unhealthy","Very Unhealthy"
2021-11-22,251,"Very Unhealthy","Very Unhealthy"
2021-11-23,289,"Hazardous","Very Unhealthy"
2021-11-24,196,"Unhealthy","Unhealthy"
2021-11-25,204,"Unhealthy","Very Unhealthy"
2021-11-26,212,"Very Unhealthy","Very Unhealthy"
2021-11-27,216,"Very Unhealthy","Very Unhealthy"
2021-11-28,212,"Very Unhealthy","Very Unhealthy"
2021-11-29,208,"Unhealthy","Very Unhealthy"
2021-11-30,176,"Unhealthy","Unhealthy"
2021-12-01,174,"Unhealthy","Unhealthy"
2021-12-02,195,"Very Unhealthy","Unhealthy"
2021-12-03,197,"Unhealthy","Unhealthy"
2021-12-04,156,"Unhealthy","Unhealthy"
2021-12-05,167,"Unhealthy","Unhealthy"
2021-12-06,101,"Moderate","Unhealthy for Sensitive Groups"
2021-12-07,90,"Moderate","Moderate"
2021-12-08,122,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2021-12-09,176,"Unhealthy","Unhealthy"
2021-12-10,187,"Unhealthy","Unhealthy"
2021-12-11,253,"Very Unhealthy","Very Unhealthy"
2021-12-12,227,"Very Unhealthy","Very Unhealthy"
2021-12-13,229,"Very Unhealthy","Very Unhealthy"
2021-12-14,221,"Very Unhealthy","Very Unhealthy"
2021-12-15,227,"Very Unhealthy","Very Unhealthy"
2021-12-16,198,"Very Unhealthy","Unhealthy"
2021-12-17,187,"Unhealthy","Unhealthy"
2021-12-18,189,"Unhealthy","Unhealthy"
2021-12-19,205,"Very Unhealthy","Very Unhealthy"
2021-12-20,224,"Very Unhealthy","Very Unhealthy"
2021-12-21,263,"Hazardous","Very Unhealthy"
2021-12-22,256,"Very Unhealthy","Very Unhealthy"
2021-12-23,278,"Hazardous","Very Unhealthy"
2021-12-24,288,"Hazardous","Very Unhealthy"
2021-12-25,270,"Hazardous","Very Unhealthy"
2021-12-26,257,"Very Unhealthy","Very Unhealthy"
2021-12-27,256,"Very Unhealthy","Very Unhealthy"
2021-12-28,236,"Very Unhealthy","Very Unhealthy"
2021-12-29,190,"Unhealthy","Unhealthy"
2021-12-30,227,"Very Unhealthy","Very Unhealthy"
2021-12-31,175,"Unhealthy","Unhealthy"
2022-01-01,183,"Unhealthy","Unhealthy"
2022-01-02,227,"Very Unhealthy","Very Unhealthy"
2022-01-03,226,"Very Unhealthy","Very Unhealthy"
2022-01-04,242,"Very Unhealthy","Very Unhealthy"
2022-01-05,257,"Very Unhealthy","Very Unhealthy"
2022-01-06,236,"Very Unhealthy","Very Unhealthy"
2022-01-07,228,"Very Unhealthy","Very Unhealthy"
2022-01-08,210,"Very Unhealthy","Very Unhealthy"
2022-01-09,199,"Unhealthy","Unhealthy"
2022-01-10,196,"Unhealthy","Unhealthy"
2022-01-11,194,"Unhealthy","Unhealthy"
2022-01-12,188,"Unhealthy","Unhealthy"
2022-01-13,192,"Unhealthy","Unhealthy"
2022-01-14,174,"Unhealthy","Unhealthy"
2022-01-15,202,"Unhealthy","Very Unhealthy"
2022-01-16,186,"Unhealthy","Unhealthy"
2022-01-17,202,"Unhealthy","Very Unhealthy"
2022-01-18,236,"Very Unhealthy","Very Unhealthy"
2022-01-19,247,"Very Unhealthy","Very Unhealthy"
2022-01-20,241,"Very Unhealthy","Very Unhealthy"
2022-01-21,279,"Very Unhealthy","Very Unhealthy"
2022-01-22,287,"Very Unhealthy","Very Unhealthy"
2022-01-23,292,"Very Unhealthy","Very Unhealthy"
2022-01-24,188,"Unhealthy","Unhealthy"
2022-01-25,315,"Hazardous","Hazardous"
2022-01-26,227,"Unhealthy","Very Unhealthy"
2022-01-27,199,"Unhealthy","Unhealthy"
2022-01-28,189,"Unhealthy","Unhealthy"
2022-01-29,226,"Very Unhealthy","Very Unhealthy"
2022-01-30,243,"Very Unhealthy","Very Unhealthy"
2022-01-31,367,"Hazardous","Hazardous"
2022-02-01,235,"Very Unhealthy","Very Unhealthy"
2022-02-02,265,"Very Unhealthy","Very Unhealthy"
2022-02-03,219,"Unhealthy","Very Unhealthy"
2022-02-04,182,"Unhealthy","Unhealthy"
2022-02-05,156,"Unhealthy","Unhealthy"
2022-02-06,183,"Unhealthy","Unhealthy"
2022-02-07,179,"Unhealthy","Unhealthy"
2022-02-08,244,"Unhealthy","Very Unhealthy"
2022-02-09,257,"Very Unhealthy","Very Unhealthy"
2022-02-10,262,"Very Unhealthy","Very Unhealthy"
2022-02-11,214,"Very Unhealthy","Very Unhealthy"
2022-02-12,191,"Unhealthy","Unhealthy"
2022-02-13,205,"Very Unhealthy","Very Unhealthy"
2022-02-14,201,"Very Unhealthy","Very Unhealthy"
2022-02-15,211,"Very Unhealthy","Very Unhealthy"
2022-02-16,206,"Very Unhealthy","Very Unhealthy"
2022-02-17,233,"Very Unhealthy","Very Unhealthy"
2022-02-18,206,"Very Unhealthy","Very Unhealthy"
2022-02-19,201,"Very Unhealthy","Very Unhealthy"
2022-02-20,203,"Unhealthy","Very Unhealthy"
2022-02-21,185,"Unhealthy","Unhealthy"
2022-02-22,179,"Unhealthy","Unhealthy"
2022-02-23,199,"Unhealthy","Unhealthy"
2022-02-24,246,"Very Unhealthy","Very Unhealthy"
2022-02-25,164,"Unhealthy","Unhealthy"
2022-02-26,180,"Unhealthy","Unhealthy"
2022-02-27,220,"Very Unhealthy","Very Unhealthy"
2022-02-28,201,"Unhealthy","Very Unhealthy"
2022-03-01,209,"Unhealthy","Very Unhealthy"
2022-03-02,190,"Unhealthy","Unhealthy"
2022-03-03,208,"Very Unhealthy","Very Unhealthy"
2022-03-04,221,"Very Unhealthy","Very Unhealthy"
2022-03-05,219,"Unhealthy","Very Unhealthy"
2022-03-06,208,"Very Unhealthy","Very Unhealthy"
2022-03-07,198,"Unhealthy","Unhealthy"
2022-03-08,213,"Very Unhealthy","Very Unhealthy"
2022-03-09,201,"Unhealthy","Very Unhealthy"
2022-03-10,198,"Very Unhealthy","Unhealthy"
2022-03-11,206,"Unhealthy","Very Unhealthy"
2022-03-12,198,"Unhealthy","Unhealthy"
2022-03-13,194,"Unhealthy","Unhealthy"
2022-03-14,210,"Very Unhealthy","Very Unhealthy"
2022-03-15,229,"Very Unhealthy","Very Unhealthy"
2022-03-16,298,"Hazardous","Very Unhealthy"
2022-03-17,218,"Very Unhealthy","Very Unhealthy"
2022-03-18,211,"Very Unhealthy","Very Unhealthy"
2022-03-19,206,"Unhealthy","Very Unhealthy"
2022-03-20,174,"Unhealthy","Unhealthy"
2022-03-21,207,"Unhealthy","Very Unhealthy"
2022-03-22,179,"Unhealthy","Unhealthy"
2022-03-23,263,"Unhealthy","Very Unhealthy"
2022-03-24,165,"Unhealthy","Unhealthy"
2022-03-25,157,"Unhealthy","Unhealthy"
2022-03-26,152,"Unhealthy","Unhealthy"
2022-03-27,171,"Unhealthy","Unhealthy"
2022-03-28,189,"Unhealthy","Unhealthy"
2022-03-29,167,"Unhealthy","Unhealthy"
2022-03-30,170,"Unhealthy","Unhealthy"
2022-03-31,156,"Unhealthy","Unhealthy"
2022-04-01,147,"Unhealthy","Unhealthy for Sensitive Groups"
2022-04-02,163,"Unhealthy","Unhealthy"
2022-04-03,153,"Unhealthy","Unhealthy"
2022-04-04,128,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-05,145,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-06,140,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-07,154,"Unhealthy","Unhealthy"
2022-04-08,150,"Unhealthy","Unhealthy for Sensitive Groups"
2022-04-09,126,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-10,141,"Unhealthy","Unhealthy for Sensitive Groups"
2022-04-11,150,"Unhealthy","Unhealthy for Sensitive Groups"
2022-04-12,143,"Unhealthy","Unhealthy for Sensitive Groups"
2022-04-13,134,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-14,142,"Unhealthy","Unhealthy for Sensitive Groups"
2022-04-15,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-16,143,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-17,144,"Unhealthy","Unhealthy for Sensitive Groups"
2022-04-18,142,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-19,146,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-20,126,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-04-21,158,"Unhealthy","Unhealthy"
2022-04-22,147,"Unhealthy","Unhealthy for Sensitive Groups"
2022-04-23,168,"Unhealthy","Unhealthy"
2022-04-24,154,"Unhealthy","Unhealthy"
2022-04-25,155,"Unhealthy","Unhealthy"
2022-04-26,159,"Unhealthy","Unhealthy"
2022-04-27,162,"Unhealthy","Unhealthy"
2022-04-28,165,"Unhealthy","Unhealthy"
2022-04-29,160,"Unhealthy","Unhealthy"
2022-04-30,150,"Unhealthy","Unhealthy for Sensitive Groups"
2022-05-01,158,"Unhealthy","Unhealthy"
2022-05-02,133,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-03,131,"Unhealthy","Unhealthy for Sensitive Groups"
2022-05-04,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-05,117,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-06,136,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-07,168,"Unhealthy","Unhealthy"
2022-05-08,175,"Unhealthy","Unhealthy"
2022-05-09,146,"Unhealthy","Unhealthy for Sensitive Groups"
2022-05-10,125,"Moderate","Unhealthy for Sensitive Groups"
2022-05-11,140,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-12,149,"Unhealthy","Unhealthy for Sensitive Groups"
2022-05-13,155,"Unhealthy","Unhealthy"
2022-05-16,127,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-17,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-18,103,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-19,121,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-20,137,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-05-21,141,"Unhealthy","Unhealthy for Sensitive Groups"
2022-05-22,158,"Unhealthy","Unhealthy"
2022-05-23,151,"Unhealthy","Unhealthy"
2022-05-24,163,"Unhealthy","Unhealthy"
2022-05-25,168,"Unhealthy","Unhealthy"
2022-05-26,165,"Unhealthy","Unhealthy"
2022-05-27,165,"Unhealthy","Unhealthy"
2022-05-28,168,"Unhealthy","Unhealthy"
2022-05-29,173,"Unhealthy","Unhealthy"
2022-05-30,167,"Unhealthy","Unhealthy"
2022-05-31,163,"Unhealthy","Unhealthy"
2022-06-01,163,"Unhealthy","Unhealthy"
2022-06-02,159,"Unhealthy","Unhealthy"
2022-06-03,152,"Unhealthy","Unhealthy"
2022-06-04,137,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-05,151,"Unhealthy","Unhealthy"
2022-06-06,149,"Unhealthy","Unhealthy for Sensitive Groups"
2022-06-07,157,"Unhealthy","Unhealthy"
2022-06-08,163,"Unhealthy","Unhealthy"
2022-06-09,151,"Unhealthy","Unhealthy"
2022-06-10,161,"Unhealthy","Unhealthy"
2022-06-11,162,"Unhealthy","Unhealthy"
2022-06-12,152,"Unhealthy","Unhealthy"
2022-06-13,138,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-14,149,"Unhealthy","Unhealthy for Sensitive Groups"
2022-06-15,129,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-16,144,"Unhealthy","Unhealthy for Sensitive Groups"
2022-06-17,111,"Moderate","Unhealthy for Sensitive Groups"
2022-06-18,112,"Moderate","Unhealthy for Sensitive Groups"
2022-06-19,133,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-20,121,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-21,138,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-22,132,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-23,140,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-24,124,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-25,114,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-26,117,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-27,92,"Moderate","Moderate"
2022-06-28,92,"Moderate","Moderate"
2022-06-29,124,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-06-30,152,"Unhealthy","Unhealthy"
2022-07-01,121,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-02,109,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-03,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-04,136,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-05,146,"Unhealthy","Unhealthy for Sensitive Groups"
2022-07-06,104,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-07,124,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-08,107,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-09,96,"Moderate","Moderate"
2022-07-10,78,"Moderate","Moderate"
2022-07-11,80,"Moderate","Moderate"
2022-07-12,85,"Moderate","Moderate"
2022-07-13,85,"Moderate","Moderate"
2022-07-14,90,"Moderate","Moderate"
2022-07-15,95,"Moderate","Moderate"
2022-07-16,81,"Moderate","Moderate"
2022-07-17,101,"Moderate","Unhealthy for Sensitive Groups"
2022-07-18,107,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-19,101,"Moderate","Unhealthy for Sensitive Groups"
2022-07-20,130,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-21,137,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-22,116,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-23,121,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-07-24,113,"Moderate","Unhealthy for Sensitive Groups"
2022-08-02,182,"Unhealthy","Unhealthy"
2022-08-03,155,"Unhealthy","Unhealthy"
2022-08-04,127,"Unhealthy","Unhealthy for Sensitive Groups"
2022-08-05,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-08-06,94,"Moderate","Moderate"
2022-08-07,81,"Moderate","Moderate"
2022-08-08,70,"Moderate","Moderate"
2022-08-09,65,"Moderate","Moderate"
2022-08-10,68,"Moderate","Moderate"
2022-08-11,71,"Moderate","Moderate"
2022-08-12,91,"Moderate","Moderate"
2022-08-13,90,"Moderate","Moderate"
2022-08-14,69,"Moderate","Moderate"
2022-08-15,104,"Moderate","Unhealthy for Sensitive Groups"
2022-08-16,106,"Moderate","Unhealthy for Sensitive Groups"
2022-08-17,147,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-08-18,132,"Unhealthy","Unhealthy for Sensitive Groups"
2022-08-19,83,"Moderate","Moderate"
2022-08-20,87,"Moderate","Moderate"
2022-08-21,113,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-08-22,124,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-08-23,126,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-08-24,92,"Moderate","Moderate"
2022-08-25,127,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-08-26,114,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-08-27,119,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-08-28,102,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-08-29,96,"Moderate","Moderate"
2022-08-30,97,"Moderate","Moderate"
2022-08-31,99,"Moderate","Moderate"
2022-09-01,84,"Moderate","Moderate"
2022-09-02,87,"Moderate","Moderate"
2022-09-03,108,"Moderate","Unhealthy for Sensitive Groups"
2022-09-04,126,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-09-05,113,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-09-06,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-09-07,100,"Moderate","Moderate"
2022-09-08,160,"Unhealthy","Unhealthy"
2022-09-09,120,"Moderate","Unhealthy for Sensitive Groups"
2022-09-10,122,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-09-11,70,"Moderate","Moderate"
2022-09-12,86,"Moderate","Moderate"
2022-09-13,99,"Moderate","Moderate"
2022-09-14,99,"Moderate","Moderate"
2022-09-15,108,"Moderate","Unhealthy for Sensitive Groups"
2022-09-16,118,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-09-17,155,"Unhealthy","Unhealthy"
2022-09-18,169,"Unhealthy","Unhealthy"
2022-09-19,115,"Moderate","Unhealthy for Sensitive Groups"
2022-09-20,76,"Moderate","Moderate"
2022-09-21,111,"Moderate","Unhealthy for Sensitive Groups"
2022-09-22,125,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-09-23,112,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-09-24,123,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-09-25,134,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-09-26,145,"Unhealthy","Unhealthy for Sensitive Groups"
2022-09-27,162,"Unhealthy","Unhealthy"
2022-09-28,182,"Unhealthy","Unhealthy"
2022-09-29,175,"Unhealthy","Unhealthy"
2022-09-30,158,"Unhealthy","Unhealthy"
2022-10-01,159,"Unhealthy","Unhealthy"
2022-10-02,121,"Moderate","Unhealthy for Sensitive Groups"
2022-10-03,111,"Moderate","Unhealthy for Sensitive Groups"
2022-10-04,100,"Moderate","Moderate"
2022-10-05,90,"Moderate","Moderate"
2022-10-06,122,"Moderate","Unhealthy for Sensitive Groups"
2022-10-07,177,"Unhealthy","Unhealthy"
2022-10-08,142,"Unhealthy","Unhealthy for Sensitive Groups"
2022-10-09,107,"Moderate","Unhealthy for Sensitive Groups"
2022-10-10,88,"Moderate","Moderate"
2022-10-11,72,"Moderate","Moderate"
2022-10-12,87,"Moderate","Moderate"
2022-10-13,128,"Unhealthy","Unhealthy for Sensitive Groups"
2022-10-14,162,"Unhealthy","Unhealthy"
2022-10-15,135,"Unhealthy","Unhealthy for Sensitive Groups"
2022-10-16,155,"Unhealthy","Unhealthy"
2022-10-17,162,"Unhealthy","Unhealthy"
2022-10-18,160,"Unhealthy","Unhealthy"
2022-10-19,148,"Unhealthy","Unhealthy for Sensitive Groups"
2022-10-20,156,"Unhealthy","Unhealthy"
2022-10-21,138,"Unhealthy","Unhealthy for Sensitive Groups"
2022-10-22,132,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-10-23,163,"Unhealthy","Unhealthy"
2022-10-24,86,"Good","Moderate"
2022-10-25,78,"Good","Moderate"
2022-10-26,163,"Unhealthy","Unhealthy"
2022-10-27,161,"Unhealthy","Unhealthy"
2022-10-28,174,"Unhealthy","Unhealthy"
2022-10-29,166,"Unhealthy","Unhealthy"
2022-10-30,161,"Unhealthy","Unhealthy"
2022-10-31,169,"Unhealthy","Unhealthy"
2022-11-01,159,"Unhealthy","Unhealthy"
2022-11-02,158,"Unhealthy","Unhealthy"
2022-11-03,162,"Unhealthy","Unhealthy"
2022-11-04,181,"Unhealthy","Unhealthy"
2022-11-05,179,"Unhealthy","Unhealthy"
2022-11-06,167,"Unhealthy","Unhealthy"
2022-11-07,175,"Unhealthy","Unhealthy"
2022-11-08,168,"Unhealthy","Unhealthy"
2022-11-09,131,"Unhealthy","Unhealthy for Sensitive Groups"
2022-11-10,128,"Unhealthy for Sensitive Groups","Unhealthy for Sensitive Groups"
2022-11-11,140,"Unhealthy","Unhealthy for Sensitive Groups"
2022-11-12,176,"Unhealthy","Unhealthy"
2022-11-13,230,"Very Unhealthy","Very Unhealthy"
2022-11-14,196,"Very Unhealthy","Unhealthy"
2022-11-15,182,"Unhealthy","Unhealthy"
2022-11-16,171,"Unhealthy","Unhealthy"
2022-11-17,184,"Unhealthy","Unhealthy"
2022-11-18,206,"Very Unhealthy","Very Unhealthy"
2022-11-19,181,"Unhealthy","Unhealthy"
2022-11-20,186,"Unhealthy","Unhealthy"
2022-11-21,171,"Unhealthy","Unhealthy"
2022-11-22,205,"Unhealthy","Very Unhealthy"
2022-11-23,204,"Very Unhealthy","Very Unhealthy"
2022-11-24,198,"Very Unhealthy","Unhealthy"
2022-11-25,186,"Very Unhealthy","Unhealthy"
2022-11-26,181,"Unhealthy","Unhealthy"
2022-11-27,169,"Unhealthy","Unhealthy"
2022-11-28,173,"Unhealthy","Unhealthy"
2022-11-29,193,"Unhealthy","Unhealthy"
2022-11-30,196,"Unhealthy","Unhealthy"
2022-12-01,184,"Unhealthy","Unhealthy"
2022-12-02,178,"Unhealthy","Unhealthy"
2022-12-03,189,"Unhealthy","Unhealthy"
2022-12-04,204,"Very Unhealthy","Very Unhealthy"
2022-12-05,203,"Unhealthy","Very Unhealthy"
2022-12-06,187,"Unhealthy","Unhealthy"
2022-12-07,192,"Unhealthy","Unhealthy"
2022-12-08,209,"Very Unhealthy","Very Unhealthy"
2022-12-09,203,"Very Unhealthy","Very Unhealthy"
2022-12-10,179,"Unhealthy","Unhealthy"
2022-12-11,193,"Unhealthy","Unhealthy"
2022-12-12,225,"Very Unhealthy","Very Unhealthy"
2022-12-13,277,"Very Unhealthy","Very Unhealthy"
2022-12-14,356,"Hazardous","Hazardous"
2022-12-15,321,"Hazardous","Hazardous"
2022-12-16,291,"Very Unhealthy","Very Unhealthy"
2022-12-17,264,"Very Unhealthy","Very Unhealthy"
2022-12-18,295,"Hazardous","Very Unhealthy"
2022-12-19,282,"Hazardous","Very Unhealthy"
2022-12-20,262,"Very Unhealthy","Very Unhealthy"
2022-12-21,276,"Hazardous","Very Unhealthy"
2022-12-22,273,"Very Unhealthy","Very Unhealthy"
2022-12-23,239,"Very Unhealthy","Very Unhealthy"
2022-12-24,213,"Very Unhealthy","Very Unhealthy"
2022-12-25,383,"Hazardous","Hazardous"
2022-12-26,299,"Hazardous","Very Unhealthy"
2022-12-27,284,"Very Unhealthy","Very Unhealthy"
2022-12-28,250,"Very Unhealthy","Very Unhealthy"
2022-12-29,281,"Hazardous","Very Unhealthy"
2022-12-30,267,"Very Unhealthy","Very Unhealthy"
2022-12-31,281,"Very Unhealthy","Very Unhealthy"
2023-01-01,240,"Unhealthy","Very Unhealthy"
2023-01-02,247,"Very Unhealthy","Very Unhealthy"
2023-01-03,273,"Very Unhealthy","Very Unhealthy"
2023-01-04,227,"Very Unhealthy","Very Unhealthy"
2023-01-05,270,"Very Unhealthy","Very Unhealthy"
2023-01-06,272,"Very Unhealthy","Very Unhealthy"
2023-01-07,277,"Very Unhealthy","Very Unhealthy"
2023-01-08,318,"Very Unhealthy","Hazardous"
2023-01-09,297,"Very Unhealthy","Very Unhealthy"
2023-01-10,247,"Very Unhealthy","Very Unhealthy"
2023-01-11,269,"Very Unhealthy","Very Unhealthy"
2023-01-12,299,"Hazardous","Very Unhealthy"
2023-01-13,404,"Hazardous","Hazardous"
2023-01-14,303,"Very Unhealthy","Hazardous"
2023-01-15,243,"Very Unhealthy","Very Unhealthy"
2023-01-16,234,"Very Unhealthy","Very Unhealthy"
2023-01-17,239,"Very Unhealthy","Very Unhealthy"
2023-01-18,259,"Very Unhealthy","Very Unhealthy"
2023-01-19,267,"Very Unhealthy","Very Unhealthy"
2023-01-20,285,"Hazardous","Very Unhealthy"
2023-01-21,301,"Hazardous","Hazardous"
2023-01-22,340,"Hazardous","Hazardous"
2023-01-23,361,"Hazardous","Hazardous"
2023-01-24,271,"Very Unhealthy","Very Unhealthy"
2023-01-25,305,"Very Unhealthy","Hazardous"
2023-01-26,376,"Hazardous","Hazardous"
2023-01-27,304,"Hazardous","Hazardous"
2023-01-28,218,"Very Unhealthy","Very Unhealthy"
2023-01-29,244,"Very Unhealthy","Very Unhealthy"
2023-01-30,303,"Hazardous","Hazardous"
2023-01-31,312,"Hazardous","Hazardous"
2023-02-01,204,"Unhealthy","Very Unhealthy"
2023-02-02,181,"Unhealthy","Unhealthy"
2023-02-03,202,"Unhealthy","Very Unhealthy"
2023-02-04,225,"Very Unhealthy","Very Unhealthy"
2023-02-05,265,"Hazardous","Very Unhealthy"
2023-02-06,271,"Very Unhealthy","Very Unhealthy"
2023-02-07,274,"Hazardous","Very Unhealthy"
2023-02-08,203,"Unhealthy","Very Unhealthy"
2023-02-09,282,"Very Unhealthy","Very Unhealthy"
2023-02-10,222,"Very Unhealthy","Very Unhealthy"
2023-02-11,314,"Hazardous","Hazardous"
2023-02-12,196,"Unhealthy","Unhealthy"
2023-02-13,172,"Unhealthy","Unhealthy"
2023-02-14,174,"Unhealthy","Unhealthy"
2023-02-15,206,"Very Unhealthy","Very Unhealthy"
2023-02-16,264,"Very Unhealthy","Very Unhealthy"
2023-02-17,330,"Hazardous","Hazardous"
2023-02-18,331,"Hazardous","Hazardous"
2023-02-19,232,"Very Unhealthy","Very Unhealthy"
2023-02-20,226,"Very Unhealthy","Very Unhealthy"
2023-02-21,204,"Unhealthy","Very Unhealthy"
2023-02-22,173,"Unhealthy","Unhealthy"
2023-02-23,166,"Unhealthy","Unhealthy"
2023-02-24,184,"Unhealthy","Unhealthy"
2023-02-25,174,"Unhealthy","Unhealthy"
2023-02-26,198,"Unhealthy","Unhealthy"
2023-02-27,228,"Unhealthy","Very Unhealthy"
2023-02-28,203,"Unhealthy","Very Unhealthy"
2023-03-01,221,"Very Unhealthy","Very Unhealthy"
2023-03-02,271,"Hazardous","Very Unhealthy"
2023-03-03,265,"Unhealthy","Very Unhealthy"
2023-03-04,274,"Very Unhealthy","Very Unhealthy"
2023-03-05,254,"Very Unhealthy","Very Unhealthy"
2023-03-06,201,"Unhealthy","Very Unhealthy"
2023-03-07,233,"Unhealthy","Very Unhealthy"
2023-03-08,181,"Unhealthy","Unhealthy"
2023-03-09,193,"Unhealthy","Unhealthy"
2023-03-10,197,"Unhealthy","Unhealthy"
2023-03-11,217,"Very Unhealthy","Very Unhealthy"
2023-03-12,191,"Unhealthy","Unhealthy"
2023-03-13,183,"Unhealthy","Unhealthy"
2023-03-14,219,"Unhealthy","Very Unhealthy"
2023-03-15,185,"Unhealthy","Unhealthy"
2023-03-16,190,"Unhealthy","Unhealthy"
2023-03-17,224,"Unhealthy","Very Unhealthy"
2023-03-18,174,"Unhealthy","Unhealthy"
2023-03-19,171,"Unhealthy","Unhealthy"
2023-03-20,146,"Unhealthy","Unhealthy for Sensitive Groups"
2023-03-21,155,"Unhealthy","Unhealthy"
2023-03-22,162,"Unhealthy","Unhealthy"
2023-03-23,159,"Unhealthy","Unhealthy"
2023-03-24,187,"Unhealthy","Unhealthy"
2023-03-25,191,"Unhealthy","Unhealthy"
